"Nombre","Distrito","Valoración","Número de comentarios","Precio","Fecha","Dirección","CP","lat","long"
"MARQUÉS HOUSE HOTEL 4* SUP","Ciutat Vella, Valencia",9.2,1103,173,2022-07-17,"CALLE DE LA ABADÍA DE SAN MARTÍN, 10, Valencia ",46002,39.473,-0.3754
"ONE SHOT COLÓN 46","Eixample, Valencia",8.5,1556,125,2022-07-17,"CALLE DE COLÓN, 46, Valencia ",46004,39.4692269,-0.3715868
"HOSPEDERIA DEL PILAR","Ciutat Vella, Valencia",7.5,2556,67.5,2022-07-17,"PLAZA DEL MERCADO, 19, Valencia ",46001,39.4750657,-0.3796973
"HOTEL MEDIUM VALENCIA","Quatre Carreres, Valencia",8.1,2616,142.5,2022-07-17,"AVINGUDA D'AMADO GRANELL MESADO, 48, Valencia ",46013,39.4588201,-0.3649061
"EL COSO","Poblados marítimos, Valencia",7.9,1321,105,2022-07-17,"PASEO DE NEPTUNO, 12, Valencia ",46011,39.463687,-0.323421
"SILKEN PUERTA VALENCIA","Camins al Grau, Valencia",8.3,3860,124.5,2022-07-17,"AVENIDA CARDENAL BENLLOCH, 28, Valencia ",46021,39.46847,-0.35562
"SOL PLAYA","Poblados marítimos, Valencia",7.8,2910,112.5,2022-07-17,"PASEO DE NEPTUNO, 54, Valencia ",46011,39.46508695,-0.323431857956879
"PORT FERIA VALENCIA","Poblados del Oeste, Valencia",8.1,3323,121.5,2022-07-17,"CARRER DE CULLERA, 67, Valencia ",46035,39.5041799,-0.4228127
"EUROSTARS REY DON JAIME","Camins al Grau, Valencia",7.9,11634,145,2022-07-17,"AVENIDA BALEARES, 2, Valencia ",46023,39.4633945,-0.3566471
"SERCOTEL SOROLLA PALACE","Poblados del Oeste, Valencia",8.3,4873,135,2022-07-17,"AVENIDA DE LAS CORTES VALENCIANAS, 58, Valencia ",46015,39.49617,-0.40132
"NH VALENCIA LAS CIENCIAS","Quatre Carreres, Valencia",7.7,2320,91,2022-07-17,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 26, Valencia ",46013,39.45538,-0.35817
"PENSION MONALISA LUXURY SUITES","Extramurs, Valencia",8,667,80,2022-07-17,"AVENIDA DE PÉREZ GALDOS, 12, Valencia ",46007,39.4632544,-0.3871553
"AD HOC MONUMENTAL 1881","Ciutat Vella, Valencia",8.4,1302,124,2022-07-17,"CARRER DE BOIX, 4, Valencia ",46003,39.47707,-0.37207
"HOTEL TURIA","Campanar, Valencia",7.5,3045,92.5,2022-07-17,"CARRER DEL PROFESOR BELTRÁN BÁGUENA, 2, Valencia ",46009,39.4803567,-0.3890109
"HOTEL PLAZA MERCADO & SPA","Ciutat Vella, Valencia",9.2,991,181.5,2022-07-17,"PLAZA DEL MERCADO, 45, CIUDAD VIEJA, Valencia ",46001,39.4734442,-0.3778781
"ILUNION VALENCIA 3","Benicalap, Valencia",7.8,3027,127.5,2022-07-17,"CALLE DEL VALLE DE AYORA, 5, Valencia ",46015,39.4932582,-0.3991733
"HOTEL DIMAR","Eixample, Valencia",8.6,2111,140,2022-07-17,"GRAN VIA DEL MARQUES DEL TURIA, 80, Valencia ",46005,39.4683488,-0.3650328
"ILUNION AQUA 4","Camins al Grau, Valencia",8.2,6250,186,2022-07-17,"CARRER DE LUIS GARCÍA BERLANGA MARTÍ, 19-21, Valencia ",46023,39.45594,-0.34578
"RUSSAFA YOUTH HOSTEL","Eixample, Valencia",8.4,715,76.5,2022-07-17,"CALLE DEL PADRE PERERA, 5, Valencia ",46006,39.4626176,-0.371846
"PALACIO VALLIER 5*","Ciutat Vella, Valencia",9.5,832,252.5,2022-07-17,"PLAZA DE MANISES, 7, Valencia ",46003,39.4767525,-0.3762522
"EUROSTARS GRAN VALENCIA","Benicalap, Valencia",8.4,2594,113,2022-07-17,"CALLE DEL VALLE DE AYORA, 3, Valencia ",46015,39.4915771,-0.3982036
"HOSTAL BISBAL","Ciutat Vella, Valencia",7,272,42.5,2022-07-17,"CALLE PIE DE LA CRUZ, 9, Valencia ",46001,39.4732172,-0.38064
"CASUAL VINTAGE VALENCIA","Ciutat Vella, Valencia",8.1,3958,141,2022-07-17,"CALLE DE LA BARCELONINA, 1, Valencia ",46002,39.47134,-0.37632
"SENATOR PARQUE CENTRAL HOTEL","Eixample, Valencia",8,3580,99,2022-07-17,"PLAZA MANUEL SANCHIS GUARNER, 1, Valencia ",46006,39.4574798,-0.3755124
"B&B EL MERCAT","Ciutat Vella, Valencia",6.5,518,75,2022-07-17,"CARRER DEL PEU DE LA CREU, 5, Valencia ",46001,39.47302085,-0.380424803625504
"SERCOTEL VALENCIA ALAMEDA 41","Camins al Grau, Valencia",9,1970,153,2022-07-17,"PASEO DE LA ALAMEDA, 41, Valencia ",46023,39.4726866,-0.3644008
"AC HOTEL VALENCIA BY MARRIOTT","Camins al Grau, Valencia",8.3,1264,145,2022-07-17,"AVENIDA DE FRANCIA, 67, GRAO, Valencia ",46023,39.45886,-0.34393
"THE WESTIN VALENCIA","El Pla del Real, Valencia",8.6,1210,280.5,2022-07-17,"CALLE DE AMADEO DE SABOYA, 16, Valencia ",46010,39.472942,-0.361162817708596
"ILUNION VALENCIA 4","Benicalap, Valencia",8.1,3448,169.5,2022-07-17,"CALLE DEL VALLE DE AYORA, 1, Valencia ",46015,39.4912973,-0.3980026
"NH VALENCIA LAS ARTES","Quatre Carreres, Valencia",8,2491,106,2022-07-17,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 28, Valencia ",46013,39.45572,-0.3573
"ILUNION AQUA 3","Camins al Grau, Valencia",8,4389,187.5,2022-07-17,"CARRER DE LUIS GARCÍA-BERLANGA MARTÍ, 21, Valencia ",46023,39.45535,-0.34292
"SH VALENCIA PALACE","El Pla del Real, Valencia",8.3,2359,175,2022-07-17,"PASEO DE LA ALAMEDA, 32, Valencia ",46023,39.4675577,-0.359796353075922
"HOSPES PALAU DE LA MAR","Eixample, Valencia",8.6,1145,206,2022-07-17,"AVENIDA DE NAVARRO REVERTER, 14, Valencia ",46004,39.470987,-0.3665897
"ONLY YOU HOTEL VALENCIA","Ciutat Vella, Valencia",9.2,1661,250,2022-07-17,"PLAZA DE RODRIGO BOTET, 5, Valencia ",46002,39.471332,-0.3752529
"MELIA PLAZA VALENCIA","Ciutat Vella, Valencia",8.7,2087,214.5,2022-07-17,"PLAZA DEL AYUNTAMIENTO, 4, CIUDAD VIEJA, Valencia ",46002,39.4707157,-0.376740504346867
"HOLIDAY INN EXPRESS CIUDAD DE LAS CIENCIAS, AN IHG HOTEL","Quatre Carreres, Valencia",7.7,2889,128.5,2022-07-17,"CALLE ESCRITOR RAFAEL FERRERES, 22, Valencia ",46013,39.45128425,-0.358367637180351
"EUROSTARS ACTEÓN","Camins al Grau, Valencia",8.4,4936,251.5,2022-07-17,"CARRER DE VICENTE BELTRÁN GRIMAL, 2, Valencia ",46023,39.46363625,-0.347939215400449
"CASA DEL PATRIARCA","Ciutat Vella, Valencia",8.6,1141,85.5,2022-07-17,"CALLE DE SALVÁ, 12, Valencia ",46002,39.4718177,-0.373591
"HOTEL MALCOM AND BARRET","Quatre Carreres, Valencia",8.7,12664,154,2022-07-17,"AVINGUDA D'AUSIÀS MARCH, 59, Valencia ",46013,39.4507488,-0.3709729
"CASUAL DE LAS ARTES VALENCIA","Camins al Grau, Valencia",8.1,2477,109.5,2022-07-17,"AVENIDA DEL PUERTO, 39, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46709,-0.35582
"VINCCI LYS","Ciutat Vella, Valencia",8.7,5500,275,2022-07-17,"CALLE DE MARTÍNEZ CUBELLS, 5, Valencia ",46002,39.4683538,-0.3751913
"HOTEL VALENCIA OCEANIC AFFILIATED BY MELIÁ","Camins al Grau, Valencia",8.3,2416,133.5,2022-07-17,"CALLE DEL PINTOR MAELLA, 35, Valencia ",46023,39.45828105,-0.347884075806882
"AC HOTEL COLÓN VALENCIA BY MARRIOTT","Eixample, Valencia",8.5,490,166,2022-07-17,"CALLE DE COLÓN, 6, Valencia ",46004,39.467302,-0.3743674
"BARCELÓ VALENCIA","Camins al Grau, Valencia",8.6,2280,126,2022-07-17,"AVENIDA DE FRANCIA, 11, GRAO, Valencia ",46023,39.46087,-0.35258
"BLANQ CARMEN HOTEL","Ciutat Vella, Valencia",8.3,1506,176.5,2022-07-17,"CALLE BLANQUERIAS, 11, Valencia ",46002,39.4810622,-0.3790927
"ARENA ZONE HOTEL & CAFÉ","Quatre Carreres, Valencia",8.7,894,199,2022-07-17,"AVENIDA DE ANTONIO FERRANDIS (ACTOR), 18, Valencia ",46013,39.4510025,-0.3569108
"YOU & CO. SALER BEACH BOUTIQUE","Poblados del Oeste, Valencia",8.5,2140,102.5,2022-07-17,"AVENIDA DE LOS PINARES, 10, Valencia ",46012,39.38323,-0.33266
"VINCCI PALACE","Ciutat Vella, Valencia",8.6,3609,297,2022-07-17,"CALLE DE LA PAZ, 42, CIUDAD VIEJA, Valencia ",46003,39.4735044,-0.3741584
"SH INGLES BOUTIQUE HOTEL","Ciutat Vella, Valencia",8.2,1268,180,2022-07-17,"CALLE  DEL MARQUÉS DE DOS AGUAS, 6, CIUDAD VIEJA, Valencia ",46002,39.4732021,-0.3743062
"HOTEL CONQUERIDOR","Extramurs, Valencia",8,2390,202.5,2022-07-17,"CALLE DE CERVANTES, 9, LA ROQUETA, Valencia ",46007,39.4669877,-0.3820251
"SEA YOU HOTEL PORT VALENCIA","Poblados marítimos, Valencia",7.4,1019,220.5,2022-07-17,"PLAÇA DEL TRIBUNAL DE LES AIGÜES, 5, Valencia ",46011,39.4609113,-0.3339595
"YOU & CO. QUART BOUTIQUE","Extramurs, Valencia",8.8,1175,142.5,2022-07-17,"CALLE DOCTOR PESET CERVERA, 6, Valencia ",46008,39.4740918,-0.3869063
"HOTEL KRAMER","Campanar, Valencia",8.8,5430,164,2022-07-17,"AVENIDA DE CAMPANAR, 90, Valencia ",46015,39.48078725,-0.393498593134684
"COSY ROOMS BOLSERÍA","Ciutat Vella, Valencia",7.1,837,120,2022-07-17,"CALLE DE LAS MONJAS, 4, CIUDAD VIEJA, Valencia ",46001,39.47537615,-0.380247718542199
"OPERA HOUSE VALENCIA B&B","Camins al Grau, Valencia",9.1,700,161.5,2022-07-17,"CALLE DE ENRIQUE VIEDMA VIDAL (ARQUITECTO), 2, Valencia ",46023,39.4631352,-0.3571467
"NH VALENCIA CENTER","Campanar, Valencia",8.1,3409,141.5,2022-07-17,"CALLE DE RICARDO MICÓ, 1, Valencia ",46009,39.4808319,-0.387316431843575
"NH CIUDAD DE VALENCIA","Camins al Grau, Valencia",7.9,3225,145,2022-07-17,"AVENIDA DEL PUERTO, 214, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46276,-0.34339
"CASUAL SOCARRAT VALENCIA - ADULTS ONLY","Ciutat Vella, Valencia",8.7,1484,145.5,2022-07-17,"CALLE DE LA PAZ, 38, CIUDAD VIEJA, Valencia ",46003,39.472943,-0.3717601
"CASUAL DEL CINE VALENCIA","Ciutat Vella, Valencia",8.4,2329,118,2022-07-17,"CALLE DEL CONVENTO DE SAN FRANCISCO, 7, Valencia ",46002,39.4689015,-0.3776315
"VINCCI MERCAT","Ciutat Vella, Valencia",8.7,3320,319,2022-07-17,"CALLE DE LA LINTERNA, 31, Valencia ",46001,39.4719381,-0.3777896
"HOTEL BOUTIQUE BALANDRET","Poblados marítimos, Valencia",8.8,1407,287,2022-07-17,"PASEO DE NEPTUNO, 20, Valencia ",46011,39.4639344,-0.3235479
"HOTEL OLYMPIA UNIVERSIDADES","Benimaclet, Valencia",8.5,2522,100,2022-07-17,"CALLE DEL DOCTOR VICENTE ZARAGOZA, 13, Valencia ",46020,39.4852155,-0.3632217
"PRIMUS VALENCIA","Camins al Grau, Valencia",8.2,3810,141.5,2022-07-17,"CALLE DE MENORCA, 22, Valencia ",46023,39.4576914,-0.3457277
"BLANQ COMEDIAS","Ciutat Vella, Valencia",8.8,1111,151,2022-07-17,"CALLE DE LAS COMEDIAS, 21, CIUDAD VIEJA, Valencia ",46003,39.4729205,-0.3723845
"NH COLLECTION COLÓN VALENCIA","Eixample, Valencia",8.7,988,192,2022-07-17,"CALLE DE COLÓN, 32, Valencia ",46004,39.468559,-0.3725678
"COSMO HOTEL BOUTIQUE","Ciutat Vella, Valencia",9.3,2207,244,2022-07-17,"AVENIDA DE MARÍA CRISTINA, 18, Valencia ",46003,39.4727474,-0.3773469
"REINA 107 BEACH BOUTIQUE","Poblados marítimos, Valencia",8.7,392,139,2022-07-17,"CARRER DE LA REINA, 107, Valencia ",46011,39.4684516,-0.328803
"NALU VALENCIA BOUTIQUE ROOMS","Ciutat Vella, Valencia",8.2,205,166.5,2022-07-17,"CALLE DE LA SANGRE, 9, CIUDAD VIEJA, Valencia ",46002,39.4703868,-0.3773597
"MD DESIGN HOTEL - PORTAL DEL REAL","Ciutat Vella, Valencia",9,1067,146.5,2022-07-17,"CARRER DE BOIX, 3, Valencia ",46003,39.47697,-0.37238
"HULOT B&B VALENCIA","Ciutat Vella, Valencia",8.3,1124,96,2022-07-17,"CARRER DEL POETA LIERN, 16, Valencia ",46003,39.4747995,-0.3705918
"HOSTAL BED OF THE SEA","Poblados marítimos, Valencia",6.8,625,114.5,2022-07-17,"CARRER DEL BELLO, 6, Valencia ",46024,39.4592038,-0.335289
"MD MODERN HOTEL - JARDINES","Eixample, Valencia",8.5,1139,118.5,2022-07-17,"CARRER DEL MESTRE RACIONAL, 23, Valencia ",46005,39.4641809,-0.3617507
"HELEN BERGER BOUTIQUE HOTEL","Ciutat Vella, Valencia",9.2,2066,268,2022-07-17,"CALLE DE LA NAVE, 3, Valencia ",46003,39.4719418,-0.3709758
"B&B HOTEL VALENCIA CIUDAD DE LAS CIENCIAS","Quatre Carreres, Valencia",7.5,3919,106.5,2022-07-17,"AVINGUDA D'AUSIÀS MARCH, 99, Valencia ",46013,39.4456699,-0.3682916
"COSY ROOMS TAPINERÍA","Ciutat Vella, Valencia",6.8,1200,131,2022-07-17,"CARRER DE LA TAPINERIA, 13, Valencia ",46001,39.4747296,-0.3764117
"L&H GRAN VÍA VALENCIA","Extramurs, Valencia",9.1,323,238.5,2022-07-17,"GRAN VÍA FERNANDO EL CATOLICO, 63, Valencia ",46008,39.4750883,-0.388812
"YOURS BOUTIQUE STAY","Eixample, Valencia",9.3,150,164,2022-07-17,"CARRER DE CUBA, 19, Valencia ",46006,39.4620147,-0.37698
"HOTEL SAN LORENZO BOUTIQUE","Ciutat Vella, Valencia",8.4,1565,211.5,2022-07-17,"PLAZA DE SAN LORENZO, 2, Valencia ",46003,39.4778128,-0.374827315285652
"PALACIO SANTA CLARA, AUTOGRAPH COLLECTION","Ciutat Vella, Valencia",9.3,263,227.5,2022-07-17,"CALLE DE PASCUAL Y GENIS, 22, Valencia ",46002,39.4682301,-0.3738525
"PALACIOS ROOMS","Algirós, Valencia",7.9,848,181,2022-07-17,"CALLE DE DAOIZ Y VELARDE, 6, Valencia ",46021,39.4742105,-0.3495433
"OTTOH CHARM STAY","Ciutat Vella, Valencia",8.9,847,154,2022-07-17,"CARRER DEL SANTÍSSIM, 5, CIUDAD VIEJA, Valencia ",46003,39.47466,-0.37147
"THE VALENTIA CABILLERS","Ciutat Vella, Valencia",8.9,1664,294,2022-07-17,"CARRER DELS CABILLERS, 3, Valencia ",46003,39.47477,-0.3750246
"SH SUITE PALACE","Ciutat Vella, Valencia",8.5,260,105.5,2022-07-17,"PLAÇA DE MARGARITA VALLDAURA, 2, Valencia ",46002,39.4733342,-0.37485410510106
"HOTEL NEPTUNO","Poblados marítimos, Valencia",8.4,1246,243,2022-07-17,"PASEO DE NEPTUNO, 2-4, Valencia ",46011,39.46564,-0.3246869
"LOTELITO","Ciutat Vella, Valencia",8.8,1300,204,2022-07-17,"CALLE DE VIRUÉS, 6, Valencia ",46002,39.4709807,-0.3746814
"COOL LOFS CENTER VALENCIA","Extramurs, Valencia",7.8,18,132.5,2022-07-17,"CALLE LEPANTO, 6, EL BOTÀNIC, Valencia ",46008,39.47406,-0.38438
"CARO HOTEL","Ciutat Vella, Valencia",9,475,259,2022-07-17,"CARRER DE L'ALMIRALL, 14, Valencia ",46003,39.4759686,-0.3720638
"HOTEL BELERET","Poblados del Oeste, Valencia",7.8,2040,115,2022-07-17,"CALLE CAMPAMENTO, 76, BENIMÀMET, Valencia ",46035,39.50056,-0.42511
"COSY ROOMS EMBAJADOR","Ciutat Vella, Valencia",6.9,1637,116.5,2022-07-17,"CALLE DEL EMBAJADOR VICH, 5, Valencia ",46002,39.472443,-0.375378
"PAMPHYLIA HOTEL","Poblados marítimos, Valencia",8.9,151,225,2022-07-17,"PASEO DE NEPTUNO, 40, Valencia ",46011,39.46468905,-0.32341469206265
"RUZAFA ROOMS","Quatre Carreres, Valencia",6,510,77,2022-07-17,"CALLE DE CADIZ, 92, Valencia ",46006,39.4592686,-0.3718809
"HOSTAL TARTESSOS","Ciutat Vella, Valencia",8.7,546,157.5,2022-07-17,"PASAJE DE LA SANGRE, 5, Valencia ",46001,39.4707154,-0.377145
"HOSTAL ON DORMIRE VALENCIA","Quatre Carreres, Valencia",7.4,1455,25,2023-01-08,"CALLE DE RUBEN VELA, 23, Valencia ",46006,39.4555276,-0.3744368
"CATALONIA EXCELSIOR","Ciutat Vella, Valencia",8.5,2209,70,2023-01-08,"CALLE DE LA BARCELONINA, 5, Valencia ",46002,39.4714,-0.37587
"EUROSTARS ACTEÓN","Camins al Grau, Valencia",8.4,4937,62.5,2023-01-08,"CARRER DE VICENTE BELTRÁN GRIMAL, 2, Valencia ",46023,39.46363625,-0.347939215400449
"PORT FERIA VALENCIA","Poblados del Oeste, Valencia",8.1,3329,63,2023-01-08,"CARRER DE CULLERA, 67, Valencia ",46035,39.5041799,-0.4228127
"HOTEL MIRAMAR VALENCIA","Poblados marítimos, Valencia",8.2,1090,63,2023-01-08,"PASEO DE NEPTUNO, 32, Valencia ",46011,39.4642871,-0.323598
"EL COSO","Poblados marítimos, Valencia",7.9,1323,70,2023-01-08,"PASEO DE NEPTUNO, 12, Valencia ",46011,39.463687,-0.323421
"NH CIUDAD DE VALENCIA","Camins al Grau, Valencia",7.9,3223,55,2023-01-08,"AVENIDA DEL PUERTO, 214, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46276,-0.34339
"NH VALENCIA LAS ARTES","Quatre Carreres, Valencia",8,2491,58,2023-01-08,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 28, Valencia ",46013,39.45572,-0.3573
"EUROSTARS REY DON JAIME","Camins al Grau, Valencia",7.9,11633,62,2023-01-08,"AVENIDA BALEARES, 2, Valencia ",46023,39.4633945,-0.3566471
"CASUAL DE LA MÚSICA VALENCIA","Ciutat Vella, Valencia",7.1,2629,54.5,2023-01-08,"CALLE DE PADILLA, 4, Valencia ",46001,39.4701428,-0.3795473
"EUROSTARS GRAN VALENCIA","Benicalap, Valencia",8.4,2587,74.5,2023-01-08,"CALLE DEL VALLE DE AYORA, 3, Valencia ",46015,39.4915771,-0.3982036
"SERCOTEL SOROLLA PALACE","Poblados del Oeste, Valencia",8.3,4873,96.5,2023-01-08,"AVENIDA DE LAS CORTES VALENCIANAS, 58, Valencia ",46015,39.49617,-0.40132
"VENECIA PLAZA CENTRO","Ciutat Vella, Valencia",9,6761,69.5,2023-01-08,"PLAZA DEL AYUNTAMIENTO, 3, CIUDAD VIEJA, Valencia ",46002,39.4718725,-0.3768941
"PETIT PALACE PLAZA DE LA REINA","Ciutat Vella, Valencia",8.7,2049,80.5,2023-01-08,"CALLE DE LA ABADÍA DE SAN MARTÍN, 3, Valencia ",46002,39.47312,-0.37533
"HOSTAL ABASTOS","Extramurs, Valencia",7.9,767,35,2023-01-08,"CALLE DE ALBERIQUE, 19, Valencia ",46008,39.466484,-0.3880924
"CASUAL VINTAGE VALENCIA","Ciutat Vella, Valencia",8.1,3960,87.5,2023-01-08,"CALLE DE LA BARCELONINA, 1, Valencia ",46002,39.47134,-0.37632
"SWEET HOTEL RENASA","El Pla del Real, Valencia",8.1,3440,50,2023-01-08,"AVENIDA DE CATALUÑA, 5, Valencia ",46010,39.480567,-0.3529597
"SOHO VALENCIA","Eixample, Valencia",8.9,2235,65.5,2023-01-08,"GRAN VÍA DE LAS GERMANIAS, 32, Valencia ",46006,39.4648856,-0.3741102
"BIZZBEACH","Poblados marítimos, Valencia",8,207,20,2023-01-08,"CALLE DE IBIZA, 17, Valencia ",46024,39.4602115,-0.3399427
"ILUNION VALENCIA 3","Benicalap, Valencia",7.8,3029,101,2023-01-08,"CALLE DEL VALLE DE AYORA, 5, Valencia ",46015,39.4932582,-0.3991733
"CASUAL DE LAS ARTES VALENCIA","Camins al Grau, Valencia",8.1,2482,68,2023-01-08,"AVENIDA DEL PUERTO, 39, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46709,-0.35582
"HOTEL VALENCIA CENTER","Camins al Grau, Valencia",8.3,5520,103.5,2023-01-08,"AVENIDA DE FRANCIA, 33, GRAO, Valencia ",46023,39.46017,-0.34948
"ILUNION AQUA 3","Camins al Grau, Valencia",8,4390,107,2023-01-08,"CARRER DE LUIS GARCÍA-BERLANGA MARTÍ, 21, Valencia ",46023,39.45535,-0.34292
"NH VALENCIA CENTER","Campanar, Valencia",8.1,3409,71,2023-01-08,"CALLE DE RICARDO MICÓ, 1, Valencia ",46009,39.4808319,-0.387316431843575
"HOTEL DIMAR","Eixample, Valencia",8.6,2111,85,2023-01-08,"GRAN VIA DEL MARQUES DEL TURIA, 80, Valencia ",46005,39.4683488,-0.3650328
"PETIT PALACE RUZAFA","Eixample, Valencia",8.6,1885,87,2023-01-08,"CALLE DE SUECA, 14, Valencia ",46006,39.4627112,-0.3761459
"CITY SUITES MARINA","Camins al Grau, Valencia",8,1228,55,2023-01-08,"CALLE DE LAS MADERAS, 12, Valencia ",46022,39.4677276,-0.3367496
"ILUNION VALENCIA 4","Benicalap, Valencia",8.1,3449,111,2023-01-08,"CALLE DEL VALLE DE AYORA, 1, Valencia ",46015,39.4912973,-0.3980026
"NH VALENCIA LAS CIENCIAS","Quatre Carreres, Valencia",7.7,2319,46,2023-01-08,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 26, Valencia ",46013,39.45538,-0.35817
"HOTEL SAN LORENZO BOUTIQUE","Ciutat Vella, Valencia",8.4,1564,81,2023-01-08,"PLAZA DE SAN LORENZO, 2, Valencia ",46003,39.4778128,-0.374827315285652
"PENSIÓN ALICANTE","Ciutat Vella, Valencia",8.2,1940,28,2023-01-08,"CALLE DE RIBERA, 2, Valencia ",46002,39.46888,-0.37586
"MARQUÉS HOUSE HOTEL 4* SUP","Ciutat Vella, Valencia",9.2,1101,147.5,2023-01-08,"CALLE DE LA ABADÍA DE SAN MARTÍN, 10, Valencia ",46002,39.473,-0.3754
"PRIMUS VALENCIA","Camins al Grau, Valencia",8.2,3805,74.5,2023-01-08,"CALLE DE MENORCA, 22, Valencia ",46023,39.4576914,-0.3457277
"ONE SHOT COLÓN 46","Eixample, Valencia",8.5,1551,116,2023-01-08,"CALLE DE COLÓN, 46, Valencia ",46004,39.4692269,-0.3715868
"HOTEL MALCOM AND BARRET","Quatre Carreres, Valencia",8.7,12650,96,2023-01-08,"AVINGUDA D'AUSIÀS MARCH, 59, Valencia ",46013,39.4507488,-0.3709729
"ONE SHOT PALACIO REINA VICTORIA 04","Ciutat Vella, Valencia",8.3,1845,130.5,2023-01-08,"CALLE DE LAS BARCAS, 4, Valencia ",46002,39.47021,-0.37533
"ABCYOU BED&BREAKFAST","Eixample, Valencia",8.7,1062,65.5,2023-01-08,"CARRER DEL TAQUÍGRAF MARTÍ, 10, Valencia ",46005,39.4652174,-0.3706618
"CENTER VALENCIA YOUTH HOSTEL","Ciutat Vella, Valencia",8,2102,78,2023-01-08,"CALLE DE SAMANIEGO, 18, Valencia ",46003,39.4776492,-0.3762403
"HOTEL OLYMPIA UNIVERSIDADES","Benimaclet, Valencia",8.5,2522,55.5,2023-01-08,"CALLE DEL DOCTOR VICENTE ZARAGOZA, 13, Valencia ",46020,39.4852155,-0.3632217
"HOSPES PALAU DE LA MAR","Eixample, Valencia",8.6,1142,136,2023-01-08,"AVENIDA DE NAVARRO REVERTER, 14, Valencia ",46004,39.470987,-0.3665897
"ILUNION AQUA 4","Camins al Grau, Valencia",8.2,6256,110.5,2023-01-08,"CARRER DE LUIS GARCÍA BERLANGA MARTÍ, 19-21, Valencia ",46023,39.45594,-0.34578
"HULOT B&B VALENCIA","Ciutat Vella, Valencia",8.3,1124,54,2023-01-08,"CARRER DEL POETA LIERN, 16, Valencia ",46003,39.4747995,-0.3705918
"RUSSAFA YOUTH HOSTEL","Eixample, Valencia",8.4,713,60.5,2023-01-08,"CALLE DEL PADRE PERERA, 5, Valencia ",46006,39.4626176,-0.371846
"CASUAL SOCARRAT VALENCIA - ADULTS ONLY","Ciutat Vella, Valencia",8.7,1486,103,2023-01-08,"CALLE DE LA PAZ, 38, CIUDAD VIEJA, Valencia ",46003,39.472943,-0.3717601
"ONE SHOT MERCAT 09","Ciutat Vella, Valencia",8.6,678,135,2023-01-08,"CALLE DEL MÚSICO PEYDRO, 9-11, Valencia ",46001,39.4720362,-0.3781813
"SWEET HOTEL CONTINENTAL","Ciutat Vella, Valencia",8.1,3170,514.5,2023-01-08,"CALLE DE CORREOS, 8, Valencia ",46002,39.4697061,-0.3745483
"HOTEL PLAZA MERCADO & SPA","Ciutat Vella, Valencia",9.2,992,167.5,2023-01-08,"PLAZA DEL MERCADO, 45, CIUDAD VIEJA, Valencia ",46001,39.4734442,-0.3778781
"HOSTAL TARTESSOS","Ciutat Vella, Valencia",8.7,547,57,2023-01-08,"PASAJE DE LA SANGRE, 5, Valencia ",46001,39.4707154,-0.377145
"HOTEL VALENCIA OCEANIC AFFILIATED BY MELIÁ","Camins al Grau, Valencia",8.3,2414,249,2023-01-08,"CALLE DEL PINTOR MAELLA, 35, Valencia ",46023,39.45828105,-0.347884075806882
"PALACIO VALLIER 5*","Ciutat Vella, Valencia",9.5,836,227,2023-01-08,"PLAZA DE MANISES, 7, Valencia ",46003,39.4767525,-0.3762522
"BLANQ COMEDIAS","Ciutat Vella, Valencia",8.8,1111,80,2023-01-08,"CALLE DE LAS COMEDIAS, 21, CIUDAD VIEJA, Valencia ",46003,39.4729205,-0.3723845
"THE WESTIN VALENCIA","El Pla del Real, Valencia",8.6,1210,440,2023-01-08,"CALLE DE AMADEO DE SABOYA, 16, Valencia ",46010,39.472942,-0.361162817708596
"AC HOTEL COLÓN VALENCIA BY MARRIOTT","Eixample, Valencia",8.5,490,148.5,2023-01-08,"CALLE DE COLÓN, 6, Valencia ",46004,39.467302,-0.3743674
"HOTEL TURIA","Campanar, Valencia",7.5,3039,111,2023-01-08,"CARRER DEL PROFESOR BELTRÁN BÁGUENA, 2, Valencia ",46009,39.4803567,-0.3890109
"URBAN YOUTH HOSTEL","Poblados marítimos, Valencia",8.4,1278,55,2023-01-08,"AVENIDA DEL PUERTO, 280, GRAO, POBLATS MARÍTIMS, Valencia ",46024,39.4612649,-0.3377946
"AC HOTEL VALENCIA BY MARRIOTT","Camins al Grau, Valencia",8.3,1265,84,2023-01-08,"AVENIDA DE FRANCIA, 67, GRAO, Valencia ",46023,39.45886,-0.34393
"HOLIDAY INN EXPRESS CIUDAD DE LAS CIENCIAS, AN IHG HOTEL","Quatre Carreres, Valencia",7.7,2890,475,2023-01-08,"CALLE ESCRITOR RAFAEL FERRERES, 22, Valencia ",46013,39.45128425,-0.358367637180351
